,sources,targets,q_total,IndexAvg,weights
1341,Luxembourg,Greece,0.011,1.71,127.797
1342,Malta,Greece,0.005,1.12,58.887
1343,"Other Asia, not elsewhere specified",Greece,0.035,,13215.868999999999
1344,Netherlands,Greece,10.991,1.69,36637.42799999999
1345,"Norway, Svalbard and Jan Mayen",Greece,0.127,1.73,2245.9860000000003
1346,Poland,Greece,14.635,0.71,21556.831
1347,Portugal,Greece,0.019999999999999997,1.09,724.57
1348,Romania,Greece,0.08399999999999999,0.11,5213.838
1349,Singapore,Greece,0.004,1.52,57683.688
1350,Slovakia,Greece,0.006,0.7,1870.2870000000003
1351,Slovenia,Greece,0.21300000000000002,0.97,761.7780000000001
1352,Spain,Greece,1.808,0.95,7276.441000000001
1353,Sweden,Greece,4.054,1.73,8622.961
1354,"Switzerland, Liechtenstein",Greece,2.895,1.75,3995.692
1355,"Switzerland, Liechtenstein",Greece,2.895,1.54,3995.692
1356,Turkey,Greece,0.07100000000000001,-0.2,7544.607
1357,United Kingdom,Greece,9.451,1.46,34960.074
1358,China,Greenland,0.07,-0.49,411379.754
1359,Denmark,Greenland,7.992,1.78,7989.049999999999
1360,Germany,Greenland,0.074,1.49,23017.288
1361,Indonesia,Greenland,0.002,-0.49,25303.601000000002
1362,Netherlands,Greenland,0.07200000000000001,1.69,36637.42799999999
1363,"Norway, Svalbard and Jan Mayen",Greenland,0.04,1.73,2245.9860000000003
1364,United Kingdom,Greenland,0.027000000000000003,1.46,34960.074
1365,Barbados,Grenada,0.32,1.12,36.906
1366,Canada,Grenada,0.011,1.62,17531.729000000003
1367,China,Grenada,0.507,-0.49,411379.754
1368,Trinidad and Tobago,Grenada,0.02,0.21,126.86399999999999
1369,Belgium,Guatemala,0.28500000000000003,1.31,12239.12
1370,Brazil,Guatemala,0.011,-0.03,13792.235999999999
1371,Canada,Guatemala,0.273,1.62,17531.729000000003
1372,China,Guatemala,142.038,-0.49,411379.754
1373,Colombia,Guatemala,0.23500000000000001,-0.38,582.9689999999999
1374,Costa Rica,Guatemala,0.159,0.62,145.71
1375,Denmark,Guatemala,0.019,1.78,7989.049999999999
1376,El Salvador,Guatemala,0.143,-0.21,280.12299999999993
1377,Germany,Guatemala,0.166,1.49,23017.288
1378,"China, Hong Kong Special Administrative Region",Guatemala,51.132,1.35,99971.2
1379,Indonesia,Guatemala,0.1,-0.49,25303.601000000002
1380,Israel,Guatemala,0.10500000000000001,0.63,6832.461
1381,Italy,Guatemala,0.006,0.63,9579.352
1382,Mexico,Guatemala,1.906,-0.17,19859.502
1383,Netherlands,Guatemala,0.015,1.69,36637.42799999999
1384,Panama,Guatemala,1.7969999999999997,0.12,195.44399999999996
1385,Portugal,Guatemala,0.003,1.09,724.57
1386,Singapore,Guatemala,0.079,1.52,57683.688
1387,Spain,Guatemala,0.41600000000000004,0.95,7276.441000000001
1388,Sweden,Guatemala,0.008,1.73,8622.961
1389,"Switzerland, Liechtenstein",Guatemala,0.01,1.75,3995.692
1390,"Switzerland, Liechtenstein",Guatemala,0.01,1.54,3995.692
1391,Ukraine,Guatemala,0.001,-0.62,978.1
1392,Austria,Honduras,0.001,1.55,3394.051
1393,China,Honduras,51.227000000000004,-0.49,411379.754
1394,Finland,Honduras,0.021,1.84,2664.9170000000004
1395,Germany,Honduras,0.28600000000000003,1.49,23017.288
1396,Guatemala,Honduras,1.774,-0.6,226.006
1397,"China, Hong Kong Special Administrative Region",Honduras,0.015,1.35,99971.2
1398,Indonesia,Honduras,0.17,-0.49,25303.601000000002
1399,Israel,Honduras,9.619,0.63,6832.461
1400,Japan,Honduras,2.56,1.23,69993.533
1401,Republic of Korea,Honduras,0.381,0.75,28784.924
1402,Mexico,Honduras,0.09,-0.17,19859.502
1403,"Other Asia, not elsewhere specified",Honduras,0.005,,13215.868999999999
1404,Panama,Honduras,0.109,0.12,195.44399999999996
1405,Philippines,Honduras,0.001,-0.37,4481.732
1406,Thailand,Honduras,0.15,-0.14,5499.867
1407,United Kingdom,Honduras,0.001,1.46,34960.074
1408,Australia,"China, Hong Kong Special Administrative Region",2.113,1.58,6158.040999999998
1409,Austria,"China, Hong Kong Special Administrative Region",2.9379999999999997,1.55,3394.051
1410,Belgium,"China, Hong Kong Special Administrative Region",1.8499999999999999,1.31,12239.12
1411,Brazil,"China, Hong Kong Special Administrative Region",0.34199999999999997,-0.03,13792.235999999999
1412,Canada,"China, Hong Kong Special Administrative Region",0.096,1.62,17531.729000000003
1413,China,"China, Hong Kong Special Administrative Region",60263.622,-0.49,411379.754
1414,Czechia,"China, Hong Kong Special Administrative Region",0.022,0.9,4658.562
1415,Denmark,"China, Hong Kong Special Administrative Region",0.316,1.78,7989.049999999999
1416,Finland,"China, Hong Kong Special Administrative Region",0.103,1.84,2664.9170000000004
1417,"France, Monaco","China, Hong Kong Special Administrative Region",10.02,1.19,14637.760999999999
1418,Germany,"China, Hong Kong Special Administrative Region",15.933,1.49,23017.288
1419,Hungary,"China, Hong Kong Special Administrative Region",5.563,0.75,2429.925
1420,Indonesia,"China, Hong Kong Special Administrative Region",5059.525,-0.49,25303.601000000002
1421,Ireland,"China, Hong Kong Special Administrative Region",0.627,1.48,1538.568
1422,Israel,"China, Hong Kong Special Administrative Region",233.51,0.63,6832.461
1423,Italy,"China, Hong Kong Special Administrative Region",4.089,0.63,9579.352
1424,Japan,"China, Hong Kong Special Administrative Region",18535.818,1.23,69993.533
1425,Republic of Korea,"China, Hong Kong Special Administrative Region",228.548,0.75,28784.924
1426,"China, Macao Special Administrative Region","China, Hong Kong Special Administrative Region",0.16599999999999998,0.78,15.412
1427,Malaysia,"China, Hong Kong Special Administrative Region",632.1899999999999,0.36,23304.784
1428,"Other Asia, not elsewhere specified","China, Hong Kong Special Administrative Region",188.02200000000002,,13215.868999999999
1429,Netherlands,"China, Hong Kong Special Administrative Region",1.4849999999999999,1.69,36637.42799999999
1430,"Norway, Svalbard and Jan Mayen","China, Hong Kong Special Administrative Region",0.244,1.73,2245.9860000000003
1431,Philippines,"China, Hong Kong Special Administrative Region",5.623,-0.37,4481.732
1432,Poland,"China, Hong Kong Special Administrative Region",14.252,0.71,21556.831
1433,Romania,"China, Hong Kong Special Administrative Region",0.484,0.11,5213.838
1434,India,"China, Hong Kong Special Administrative Region",12.818,-0.23,12479.099999999999
1435,Singapore,"China, Hong Kong Special Administrative Region",4919.125,1.52,57683.688
1436,Slovenia,"China, Hong Kong Special Administrative Region",36.183,0.97,761.7780000000001
1437,Spain,"China, Hong Kong Special Administrative Region",0.183,0.95,7276.441000000001
1438,Sweden,"China, Hong Kong Special Administrative Region",141.66,1.73,8622.961
1439,"Switzerland, Liechtenstein","China, Hong Kong Special Administrative Region",12.26,1.75,3995.692
1440,"Switzerland, Liechtenstein","China, Hong Kong Special Administrative Region",12.26,1.54,3995.692
1441,Thailand,"China, Hong Kong Special Administrative Region",15.195,-0.14,5499.867
1442,United Arab Emirates,"China, Hong Kong Special Administrative Region",19.494999999999997,0.55,17822.197999999997
1443,Ukraine,"China, Hong Kong Special Administrative Region",0.030000000000000002,-0.62,978.1
1444,United Kingdom,"China, Hong Kong Special Administrative Region",35.163,1.46,34960.074
1445,Austria,Hungary,13.925,1.55,3394.051
1446,Belgium,Hungary,2.809,1.31,12239.12
1447,Canada,Hungary,0.537,1.62,17531.729000000003
1448,China,Hungary,1424.7980000000002,-0.49,411379.754
1449,Croatia,Hungary,0.006,0.34,252.433
1450,Cyprus,Hungary,0.028999999999999998,0.98,111.28999999999999
1451,Czechia,Hungary,11.774000000000001,0.9,4658.562
1452,Denmark,Hungary,0.58,1.78,7989.049999999999
1453,Finland,Hungary,0.07100000000000001,1.84,2664.9170000000004
1454,"France, Monaco",Hungary,10.218,1.19,14637.760999999999
1455,Germany,Hungary,299.007,1.49,23017.288
1456,"China, Hong Kong Special Administrative Region",Hungary,44.834,1.35,99971.2
1457,Indonesia,Hungary,0.7130000000000001,-0.49,25303.601000000002
1458,Ireland,Hungary,0.228,1.48,1538.568
1459,Israel,Hungary,10.287,0.63,6832.461
1460,Italy,Hungary,6.6659999999999995,0.63,9579.352
1461,Japan,Hungary,27.686,1.23,69993.533
1462,Republic of Korea,Hungary,5.354,0.75,28784.924
1463,Lithuania,Hungary,3.235,0.78,458.13199999999995
1464,Luxembourg,Hungary,0.684,1.71,127.797
1465,Malaysia,Hungary,11.214,0.36,23304.784
1466,Mexico,Hungary,0.024,-0.17,19859.502
1467,"Other Asia, not elsewhere specified",Hungary,1.055,,13215.868999999999
1468,Netherlands,Hungary,51.914,1.69,36637.42799999999
1469,Poland,Hungary,49.857,0.71,21556.831
1470,Portugal,Hungary,0.006,1.09,724.57
1471,Romania,Hungary,5.494,0.11,5213.838
1472,Singapore,Hungary,0.562,1.52,57683.688
1473,Slovakia,Hungary,33.010999999999996,0.7,1870.2870000000003
1474,Slovenia,Hungary,0.333,0.97,761.7780000000001
1475,Spain,Hungary,0.257,0.95,7276.441000000001
1476,Sweden,Hungary,1.647,1.73,8622.961
1477,"Switzerland, Liechtenstein",Hungary,2.4979999999999998,1.75,3995.692
1478,"Switzerland, Liechtenstein",Hungary,2.4979999999999998,1.54,3995.692
1479,United Arab Emirates,Hungary,0.017,0.55,17822.197999999997
1480,Ukraine,Hungary,1.9039999999999997,-0.62,978.1
1481,United Kingdom,Hungary,9.246,1.46,34960.074
1482,Australia,Iceland,0.364,1.58,6158.040999999998
1483,Austria,Iceland,0.039,1.55,3394.051
1484,Belgium,Iceland,0.437,1.31,12239.12
1485,Bulgaria,Iceland,0.016,0.18,1117.8220000000001
1486,Canada,Iceland,1.238,1.62,17531.729000000003
1487,China,Iceland,18.494,-0.49,411379.754
1488,Czechia,Iceland,0.178,0.9,4658.562
1489,Denmark,Iceland,56.001000000000005,1.78,7989.049999999999
1490,Finland,Iceland,0.021,1.84,2664.9170000000004
1491,"France, Monaco",Iceland,3.5860000000000003,1.19,14637.760999999999
1492,Germany,Iceland,1.8820000000000001,1.49,23017.288
1493,"China, Hong Kong Special Administrative Region",Iceland,0.159,1.35,99971.2
1494,Indonesia,Iceland,2.426,-0.49,25303.601000000002
1495,Ireland,Iceland,0.063,1.48,1538.568
1496,Israel,Iceland,0.024,0.63,6832.461
1497,Japan,Iceland,0.859,1.23,69993.533
1498,Republic of Korea,Iceland,0.346,0.75,28784.924
1499,Latvia,Iceland,0.038,0.67,355.83900000000006
1500,Lithuania,Iceland,0.092,0.78,458.13199999999995
1501,Malaysia,Iceland,0.052,0.36,23304.784
1502,Mexico,Iceland,0.013,-0.17,19859.502
1503,"Other Asia, not elsewhere specified",Iceland,0.08000000000000002,,13215.868999999999
1504,Netherlands,Iceland,0.7829999999999999,1.69,36637.42799999999
1505,"Norway, Svalbard and Jan Mayen",Iceland,0.33599999999999997,1.73,2245.9860000000003
1506,Philippines,Iceland,1.645,-0.37,4481.732
1507,Poland,Iceland,0.16,0.71,21556.831
1508,India,Iceland,0.023,-0.23,12479.099999999999
1509,Singapore,Iceland,0.144,1.52,57683.688
1510,Viet Nam,Iceland,0.201,-0.48,5188.044
1511,Slovenia,Iceland,0.002,0.97,761.7780000000001
1512,Spain,Iceland,0.347,0.95,7276.441000000001
1513,Sweden,Iceland,3.034,1.73,8622.961
1514,"Switzerland, Liechtenstein",Iceland,0.08700000000000001,1.75,3995.692
1515,"Switzerland, Liechtenstein",Iceland,0.08700000000000001,1.54,3995.692
1516,Thailand,Iceland,0.107,-0.14,5499.867
1517,United Kingdom,Iceland,4.604,1.46,34960.074
1518,Australia,Indonesia,0.705,1.58,6158.040999999998
1519,Austria,Indonesia,0.026000000000000002,1.55,3394.051
1520,Belgium,Indonesia,0.062,1.31,12239.12
1521,Brazil,Indonesia,0.059,-0.03,13792.235999999999
1522,Canada,Indonesia,0.376,1.62,17531.729000000003
1523,China,Indonesia,993.8050000000001,-0.49,411379.754
1524,Colombia,Indonesia,0.009,-0.38,582.9689999999999
1525,Czechia,Indonesia,0.028999999999999998,0.9,4658.562
1526,Finland,Indonesia,0.003,1.84,2664.9170000000004
1527,"France, Monaco",Indonesia,0.164,1.19,14637.760999999999
1528,Germany,Indonesia,0.6699999999999999,1.49,23017.288
1529,"China, Hong Kong Special Administrative Region",Indonesia,66.94,1.35,99971.2
1530,Hungary,Indonesia,0.006,0.75,2429.925
1531,Ireland,Indonesia,0.045,1.48,1538.568
1532,Israel,Indonesia,0.176,0.63,6832.461
1533,Italy,Indonesia,0.43,0.63,9579.352
1534,Japan,Indonesia,431.60299999999995,1.23,69993.533
1535,Republic of Korea,Indonesia,6.564,0.75,28784.924
1536,Malaysia,Indonesia,6.632000000000001,0.36,23304.784
1537,Mexico,Indonesia,0.153,-0.17,19859.502
1538,"Other Asia, not elsewhere specified",Indonesia,19.087,,13215.868999999999
1539,Netherlands,Indonesia,0.08299999999999999,1.69,36637.42799999999
1540,"Norway, Svalbard and Jan Mayen",Indonesia,0.099,1.73,2245.9860000000003
1541,Poland,Indonesia,0.019,0.71,21556.831
1542,Romania,Indonesia,0.012,0.11,5213.838
1543,Russian Federation,Indonesia,0.022000000000000002,-0.71,18765.510000000002
1544,India,Indonesia,0.107,-0.23,12479.099999999999
1545,Singapore,Indonesia,193.49100000000004,1.52,57683.688
1546,Slovakia,Indonesia,0.101,0.7,1870.2870000000003
1547,Viet Nam,Indonesia,0.888,-0.48,5188.044
1548,Spain,Indonesia,0.04,0.95,7276.441000000001
1549,Sweden,Indonesia,1.02,1.73,8622.961
1550,"Switzerland, Liechtenstein",Indonesia,0.10700000000000001,1.75,3995.692
1551,"Switzerland, Liechtenstein",Indonesia,0.10700000000000001,1.54,3995.692
1552,Thailand,Indonesia,0.251,-0.14,5499.867
1553,United Arab Emirates,Indonesia,5.956,0.55,17822.197999999997
1554,United Kingdom,Indonesia,1.7320000000000002,1.46,34960.074
1555,Austria,Iran,0.091,1.55,3394.051
1556,Belgium,Iran,0.013,1.31,12239.12
1557,China,Iran,3443.217,-0.49,411379.754
1558,Georgia,Iran,8.663,-0.12,131.951
1559,Germany,Iran,1.117,1.49,23017.288
1560,"China, Hong Kong Special Administrative Region",Iran,7.318,1.35,99971.2
1561,Italy,Iran,0.362,0.63,9579.352
1562,Republic of Korea,Iran,1.1400000000000001,0.75,28784.924
1563,"Other Asia, not elsewhere specified",Iran,34.85,,13215.868999999999
1564,Netherlands,Iran,0.013999999999999999,1.69,36637.42799999999
1565,Spain,Iran,0.954,0.95,7276.441000000001
1566,Sweden,Iran,0.015,1.73,8622.961
1567,"Switzerland, Liechtenstein",Iran,0.722,1.75,3995.692
1568,"Switzerland, Liechtenstein",Iran,0.722,1.54,3995.692
1569,United Arab Emirates,Iran,25.028,0.55,17822.197999999997
1570,Turkey,Iran,37.204,-0.2,7544.607
1571,United Kingdom,Iran,0.031,1.46,34960.074
1572,Belgium,Iraq,0.002,1.31,12239.12
1573,Canada,Iraq,0.019,1.62,17531.729000000003
1574,China,Iraq,1394.502,-0.49,411379.754
1575,Czechia,Iraq,0.044,0.9,4658.562
1576,Germany,Iraq,4.401,1.49,23017.288
1577,Ireland,Iraq,0.003,1.48,1538.568
1578,Republic of Korea,Iraq,0.066,0.75,28784.924
1579,Kuwait,Iraq,0.209,0.09,182.878
1580,Netherlands,Iraq,0.119,1.69,36637.42799999999
1581,Singapore,Iraq,0.5700000000000001,1.52,57683.688
1582,United Arab Emirates,Iraq,43.186,0.55,17822.197999999997
1583,Turkey,Iraq,11.302,-0.2,7544.607
1584,United Kingdom,Iraq,0.5780000000000001,1.46,34960.074
1585,Australia,Ireland,0.09,1.58,6158.040999999998
1586,Austria,Ireland,0.048,1.55,3394.051
1587,Belgium,Ireland,6.869,1.31,12239.12
1588,Canada,Ireland,0.056999999999999995,1.62,17531.729000000003
1589,China,Ireland,117.257,-0.49,411379.754
1590,Czechia,Ireland,0.174,0.9,4658.562
1591,Denmark,Ireland,8.632000000000001,1.78,7989.049999999999
1592,"France, Monaco",Ireland,1.9009999999999998,1.19,14637.760999999999
1593,Germany,Ireland,21.288,1.49,23017.288
1594,Greece,Ireland,0.168,0.5,3915.5150000000003
1595,"China, Hong Kong Special Administrative Region",Ireland,27.915,1.35,99971.2
1596,Iceland,Ireland,0.11599999999999999,1.61,103.019
1597,Indonesia,Ireland,14.110000000000001,-0.49,25303.601000000002
1598,Israel,Ireland,0.178,0.63,6832.461
1599,Italy,Ireland,5.71,0.63,9579.352
1600,Japan,Ireland,78.923,1.23,69993.533
1601,Republic of Korea,Ireland,1.8080000000000003,0.75,28784.924
1602,Latvia,Ireland,0.008,0.67,355.83900000000006
1603,Lithuania,Ireland,0.07,0.78,458.13199999999995
1604,Luxembourg,Ireland,0.028,1.71,127.797
1605,Malaysia,Ireland,0.61,0.36,23304.784
1606,Malta,Ireland,0.012,1.12,58.887
1607,Mexico,Ireland,0.619,-0.17,19859.502
1608,"Other Asia, not elsewhere specified",Ireland,0.101,,13215.868999999999
1609,Netherlands,Ireland,458.45899999999995,1.69,36637.42799999999
1610,"Norway, Svalbard and Jan Mayen",Ireland,0.10600000000000001,1.73,2245.9860000000003
1611,Philippines,Ireland,1.83,-0.37,4481.732
1612,Poland,Ireland,17.409,0.71,21556.831
1613,Qatar,Ireland,0.003,0.44,127.93299999999999
1614,Romania,Ireland,0.20900000000000002,0.11,5213.838
1615,India,Ireland,0.08,-0.23,12479.099999999999
1616,Singapore,Ireland,25.032,1.52,57683.688
1617,Spain,Ireland,0.033,0.95,7276.441000000001
1618,Sweden,Ireland,13.606,1.73,8622.961
1619,"Switzerland, Liechtenstein",Ireland,0.264,1.75,3995.692
1620,"Switzerland, Liechtenstein",Ireland,0.264,1.54,3995.692
1621,Thailand,Ireland,0.003,-0.14,5499.867
1622,United Arab Emirates,Ireland,0.052,0.55,17822.197999999997
1623,United Kingdom,Ireland,520.0550000000001,1.46,34960.074
1624,Austria,Israel,0.12,1.55,3394.051
1625,Belgium,Israel,0.673,1.31,12239.12
1626,Canada,Israel,0.051000000000000004,1.62,17531.729000000003
1627,China,Israel,2545.742,-0.49,411379.754
1628,Cyprus,Israel,0.003,0.98,111.28999999999999
1629,Czechia,Israel,0.363,0.9,4658.562
1630,Germany,Israel,10.341000000000001,1.49,23017.288
1631,"China, Hong Kong Special Administrative Region",Israel,22.893,1.35,99971.2
1632,Italy,Israel,1.49,0.63,9579.352
1633,Japan,Israel,0.264,1.23,69993.533
1634,Republic of Korea,Israel,93.172,0.75,28784.924
1635,Luxembourg,Israel,0.21000000000000002,1.71,127.797
1636,"Other Asia, not elsewhere specified",Israel,0.43,,13215.868999999999
1637,Netherlands,Israel,1.002,1.69,36637.42799999999
1638,Poland,Israel,0.91,0.71,21556.831
1639,India,Israel,0.18000000000000002,-0.23,12479.099999999999
1640,Singapore,Israel,14.453,1.52,57683.688
1641,Slovakia,Israel,0.024,0.7,1870.2870000000003
1642,Spain,Israel,0.13,0.95,7276.441000000001
1643,Sweden,Israel,2.846,1.73,8622.961
1644,"Switzerland, Liechtenstein",Israel,4.262,1.75,3995.692
1645,"Switzerland, Liechtenstein",Israel,4.262,1.54,3995.692
1646,Turkey,Israel,1.3519999999999999,-0.2,7544.607
1647,United Kingdom,Israel,22.378,1.46,34960.074
1648,Austria,Italy,8.133,1.55,3394.051
1649,Belgium,Italy,177.075,1.31,12239.12
1650,Bulgaria,Italy,11.119000000000002,0.18,1117.8220000000001
1651,Canada,Italy,0.47200000000000003,1.62,17531.729000000003
1652,China,Italy,5557.481000000001,-0.49,411379.754
1653,Croatia,Italy,10.622,0.34,252.433
1654,Cyprus,Italy,0.002,0.98,111.28999999999999
1655,Czechia,Italy,29.1,0.9,4658.562
1656,Denmark,Italy,5.529999999999999,1.78,7989.049999999999
1657,Finland,Italy,0.252,1.84,2664.9170000000004
1658,"France, Monaco",Italy,173.006,1.19,14637.760999999999
1659,Germany,Italy,452.88599999999997,1.49,23017.288
1660,Greece,Italy,63.636,0.5,3915.5150000000003
1661,"China, Hong Kong Special Administrative Region",Italy,32.446,1.35,99971.2
1662,Hungary,Italy,1.778,0.75,2429.925
1663,Indonesia,Italy,0.726,-0.49,25303.601000000002
1664,Ireland,Italy,0.32000000000000006,1.48,1538.568
1665,Israel,Italy,1.339,0.63,6832.461
1666,Japan,Italy,1.014,1.23,69993.533
1667,Republic of Korea,Italy,1077.864,0.75,28784.924
1668,Lithuania,Italy,0.164,0.78,458.13199999999995
1669,Luxembourg,Italy,14.116,1.71,127.797
1670,Malaysia,Italy,0.08499999999999999,0.36,23304.784
1671,Malta,Italy,0.005,1.12,58.887
1672,"Other Asia, not elsewhere specified",Italy,4.994000000000001,,13215.868999999999
1673,Netherlands,Italy,466.24199999999996,1.69,36637.42799999999
1674,New Zealand,Italy,0.089,1.78,474.91700000000003
1675,"Norway, Svalbard and Jan Mayen",Italy,1.609,1.73,2245.9860000000003
1676,Philippines,Italy,0.009000000000000001,-0.37,4481.732
1677,Poland,Italy,103.711,0.71,21556.831
1678,Portugal,Italy,0.10700000000000001,1.09,724.57
1679,Romania,Italy,0.08499999999999999,0.11,5213.838
1680,Saudi Arabia,Italy,0.04,-0.33,3947.6340000000005
1681,Serbia,Italy,2.7230000000000003,-0.32,640.7230000000002
1682,India,Italy,0.045,-0.23,12479.099999999999
1683,Singapore,Italy,0.054,1.52,57683.688
1684,Slovakia,Italy,4.364,0.7,1870.2870000000003
1685,Viet Nam,Italy,13.824,-0.48,5188.044
1686,Slovenia,Italy,8.017,0.97,761.7780000000001
1687,Spain,Italy,26.557000000000002,0.95,7276.441000000001
1688,Sweden,Italy,12.23,1.73,8622.961
1689,"Switzerland, Liechtenstein",Italy,8.633000000000001,1.75,3995.692
1690,"Switzerland, Liechtenstein",Italy,8.633000000000001,1.54,3995.692
1691,Turkey,Italy,0.024,-0.2,7544.607
1692,United Kingdom,Italy,254.60999999999999,1.46,34960.074
