,k,sources,targets,q_total
43362,850440,United Kingdom,Uzbekistan,58.575
43363,841869,"USA, Puerto Rico and US Virgin Islands",Uzbekistan,2.9850000000000003
43364,850440,"USA, Puerto Rico and US Virgin Islands",Uzbekistan,0.8769999999999999
43365,841869,Argentina,Angola,1.143
43366,850440,Argentina,Angola,1.276
43367,841869,Austria,Angola,0.089
43368,850440,Austria,Angola,0.35100000000000003
43369,841199,Belgium,Angola,0.20099999999999998
43370,841810,Belgium,Angola,7.087000000000001
43371,841869,Belgium,Angola,0.15500000000000003
43372,841899,Belgium,Angola,26.11
43373,850440,Belgium,Angola,6.694
43374,282739,Brazil,Angola,0.076
43375,840681,Brazil,Angola,0.10300000000000001
43376,841199,Brazil,Angola,1.395
43377,841810,Brazil,Angola,0.512
43378,841830,Brazil,Angola,3.723
43379,841840,Brazil,Angola,1.706
43380,841850,Brazil,Angola,173.445
43381,841869,Brazil,Angola,113.17699999999999
43382,841899,Brazil,Angola,9.913
43383,850440,Brazil,Angola,37.044
43384,854140,Brazil,Angola,1.221
43385,850440,Bulgaria,Angola,0.211
43386,841899,Canada,Angola,1.8780000000000001
43387,850440,Canada,Angola,3.7430000000000003
43388,840690,China,Angola,0.813
43389,841199,China,Angola,1185.468
43390,841810,China,Angola,9565.481
43391,841830,China,Angola,32184.201
43392,841840,China,Angola,1559.7140000000002
43393,841850,China,Angola,2082.834
43394,841861,China,Angola,3.697
43395,841869,China,Angola,767.623
43396,841899,China,Angola,144.74099999999999
43397,842112,China,Angola,10.3
43398,850440,China,Angola,7938.054
43399,854140,China,Angola,775.0640000000001
43400,850440,Croatia,Angola,0.021
43401,850440,Czechia,Angola,26.689999999999998
43402,282739,Denmark,Angola,32.806
43403,841850,Denmark,Angola,17.089
43404,850440,Denmark,Angola,4.411
43405,854140,Denmark,Angola,1.3820000000000001
43406,850440,Finland,Angola,1.609
43407,840690,"France, Monaco",Angola,10.003
43408,841199,"France, Monaco",Angola,147.041
43409,841810,"France, Monaco",Angola,35.999
43410,841830,"France, Monaco",Angola,22.2
43411,841850,"France, Monaco",Angola,17.893
43412,841861,"France, Monaco",Angola,41.031
43413,841869,"France, Monaco",Angola,659.069
43414,841899,"France, Monaco",Angola,127.91199999999999
43415,842112,"France, Monaco",Angola,0.44999999999999996
43416,850440,"France, Monaco",Angola,84.61
43417,854140,"France, Monaco",Angola,20.364
43418,841199,Germany,Angola,11.497
43419,841810,Germany,Angola,18.060000000000002
43420,841830,Germany,Angola,4.186999999999999
43421,841840,Germany,Angola,3.6449999999999996
43422,841850,Germany,Angola,27.476
43423,841869,Germany,Angola,53.897999999999996
43424,841891,Germany,Angola,0.25
43425,841899,Germany,Angola,1.327
43426,850440,Germany,Angola,27.456000000000003
43427,854140,Germany,Angola,84.89099999999999
43428,850440,"China, Hong Kong Special Administrative Region",Angola,298.885
43429,841810,Hungary,Angola,0.8939999999999999
43430,841850,Hungary,Angola,1.621
43431,850440,Hungary,Angola,0.094
43432,841810,Indonesia,Angola,447.742
43433,841810,Ireland,Angola,0.135
43434,850440,Ireland,Angola,44.473000000000006
43435,283329,Israel,Angola,58.897000000000006
43436,841810,Israel,Angola,19.851
43437,841869,Israel,Angola,2.303
43438,841899,Israel,Angola,11.324
43439,850440,Israel,Angola,2.832
43440,840690,Italy,Angola,1.543
43441,841199,Italy,Angola,883.255
43442,841810,Italy,Angola,13.41
43443,841830,Italy,Angola,12.989
43444,841840,Italy,Angola,20.53
43445,841850,Italy,Angola,103.45800000000001
43446,841861,Italy,Angola,27.537
43447,841869,Italy,Angola,12.889999999999999
43448,841891,Italy,Angola,24.302
43449,841899,Italy,Angola,9.946000000000002
43450,850440,Italy,Angola,24.214
43451,854140,Italy,Angola,27.531
43452,850440,Japan,Angola,6.684
43453,282739,Republic of Korea,Angola,0.283
43454,841810,Republic of Korea,Angola,434.356
43455,841869,Republic of Korea,Angola,19.309
43456,841899,Republic of Korea,Angola,11.774000000000001
43457,850440,Republic of Korea,Angola,2.06
43458,854140,Republic of Korea,Angola,0.011
43459,841810,Lebanon,Angola,8.2
43460,841830,Lebanon,Angola,3.315
43461,841840,Lebanon,Angola,5.646999999999999
43462,841850,Lebanon,Angola,21.297
43463,841869,Lebanon,Angola,56.677
43464,841891,Lebanon,Angola,313.026
43465,841899,Lebanon,Angola,139.88
43466,850440,Lebanon,Angola,6.094
43467,854140,Lebanon,Angola,0.339
43468,841850,Luxembourg,Angola,202.904
43469,841899,Luxembourg,Angola,1.9660000000000002
43470,850440,Luxembourg,Angola,3.679
43471,841869,Malta,Angola,0.03
43472,841810,Mexico,Angola,5.7780000000000005
43473,282739,Namibia,Angola,25.175
43474,283329,Namibia,Angola,71.20400000000001
43475,750110,Namibia,Angola,0.01
43476,840690,Namibia,Angola,0.031
43477,841199,Namibia,Angola,0.078
43478,841810,Namibia,Angola,24.817
43479,841830,Namibia,Angola,655.99
43480,841840,Namibia,Angola,156.297
43481,841850,Namibia,Angola,529.6800000000001
43482,841861,Namibia,Angola,7.307
43483,841869,Namibia,Angola,37.571
43484,841891,Namibia,Angola,37.36
43485,841899,Namibia,Angola,39.016
43486,842112,Namibia,Angola,0.877
43487,850440,Namibia,Angola,23.494999999999997
43488,854140,Namibia,Angola,123.00099999999999
43489,283329,Netherlands,Angola,10.629999999999999
43490,840690,Netherlands,Angola,13.944999999999999
43491,841199,Netherlands,Angola,4.4479999999999995
43492,841810,Netherlands,Angola,0.434
43493,841869,Netherlands,Angola,0.8140000000000001
43494,841899,Netherlands,Angola,83.27199999999999
43495,850440,Netherlands,Angola,149.094
43496,854140,Netherlands,Angola,9.243
43497,841199,"Norway, Svalbard and Jan Mayen",Angola,12.394
43498,841830,"Norway, Svalbard and Jan Mayen",Angola,0.45
43499,842112,"Norway, Svalbard and Jan Mayen",Angola,0.065
43500,850440,"Norway, Svalbard and Jan Mayen",Angola,3.012
43501,841810,Poland,Angola,48.214
43502,850440,Poland,Angola,0.066
43503,282200,Portugal,Angola,4.174
43504,282739,Portugal,Angola,121.44399999999999
43505,283329,Portugal,Angola,76.42399999999999
43506,840681,Portugal,Angola,6.407
43507,840682,Portugal,Angola,0.40099999999999997
43508,840690,Portugal,Angola,2.635
43509,841199,Portugal,Angola,12.646
43510,841810,Portugal,Angola,2095.2709999999997
43511,841830,Portugal,Angola,6111.224
43512,841840,Portugal,Angola,336.61699999999996
43513,841850,Portugal,Angola,3083.228
43514,841861,Portugal,Angola,91.876
43515,841869,Portugal,Angola,1593.739
43516,841891,Portugal,Angola,1380.0790000000002
43517,841899,Portugal,Angola,1917.1770000000001
43518,842112,Portugal,Angola,36.569
43519,850440,Portugal,Angola,1102.277
43520,854140,Portugal,Angola,182.409
43521,841810,Romania,Angola,0.6
43522,850440,Russian Federation,Angola,2.464
43523,854140,Russian Federation,Angola,0.002
43524,850440,Serbia,Angola,0.662
43525,282739,Singapore,Angola,0.113
43526,841810,Singapore,Angola,84.63300000000001
43527,841830,Singapore,Angola,32.315
43528,841869,Singapore,Angola,2.604
43529,841899,Singapore,Angola,5.257
43530,850440,Singapore,Angola,13.339999999999998
43531,850440,Slovenia,Angola,0.002
43532,282739,South Africa,Angola,24.429000000000002
43533,840690,South Africa,Angola,2.471
43534,841199,South Africa,Angola,10.362
43535,841810,South Africa,Angola,156.624
43536,841830,South Africa,Angola,180.19299999999998
43537,841840,South Africa,Angola,406.60099999999994
43538,841850,South Africa,Angola,1978.114
43539,841861,South Africa,Angola,41.135000000000005
43540,841869,South Africa,Angola,130.282
43541,841891,South Africa,Angola,88.125
43542,841899,South Africa,Angola,2268.3070000000002
43543,842112,South Africa,Angola,42.566
43544,850440,South Africa,Angola,1089.769
43545,854140,South Africa,Angola,246.785
43546,840690,Spain,Angola,1.21
43547,841810,Spain,Angola,7.7860000000000005
43548,841840,Spain,Angola,0.905
43549,841850,Spain,Angola,80.238
43550,841861,Spain,Angola,40.12
43551,841869,Spain,Angola,85.357
43552,841899,Spain,Angola,330.19899999999996
43553,850440,Spain,Angola,22.473
43554,854140,Spain,Angola,97.808
43555,841199,Sweden,Angola,8.571
43556,841869,Sweden,Angola,0.764
43557,841899,Sweden,Angola,4.094
43558,850440,Sweden,Angola,6.863
43559,841199,"Switzerland, Liechtenstein",Angola,40.525
43560,841810,"Switzerland, Liechtenstein",Angola,1.49
43561,841830,"Switzerland, Liechtenstein",Angola,14.536
43562,841850,"Switzerland, Liechtenstein",Angola,2.4370000000000003
43563,850440,"Switzerland, Liechtenstein",Angola,5.045
43564,841810,Thailand,Angola,207.846
43565,841899,Thailand,Angola,0.278
43566,841810,United Arab Emirates,Angola,213.04899999999998
43567,841830,United Arab Emirates,Angola,121.49
43568,841850,United Arab Emirates,Angola,118.007
43569,841861,United Arab Emirates,Angola,6.719
43570,841869,United Arab Emirates,Angola,102.46199999999999
43571,841891,United Arab Emirates,Angola,7.969
43572,841899,United Arab Emirates,Angola,264.252
43573,850440,United Arab Emirates,Angola,59.326
43574,854140,United Arab Emirates,Angola,2480.6319999999996
43575,841810,Turkey,Angola,794.104
43576,841830,Turkey,Angola,30.956999999999997
43577,841840,Turkey,Angola,45.019999999999996
43578,841850,Turkey,Angola,7.218999999999999
43579,841869,Turkey,Angola,7.656000000000001
43580,850440,Turkey,Angola,132.596
43581,854140,Uganda,Angola,0.052
43582,840690,United Kingdom,Angola,39.467
43583,841199,United Kingdom,Angola,37.817
43584,841810,United Kingdom,Angola,4.193
43585,841850,United Kingdom,Angola,13.674
43586,841869,United Kingdom,Angola,68.725
43587,841891,United Kingdom,Angola,0.07
43588,841899,United Kingdom,Angola,7.263
43589,850440,United Kingdom,Angola,53.169999999999995
43590,854140,United Kingdom,Angola,4.571
43591,841810,"USA, Puerto Rico and US Virgin Islands",Angola,40.783
43592,841869,"USA, Puerto Rico and US Virgin Islands",Angola,75.27799999999999
43593,841899,"USA, Puerto Rico and US Virgin Islands",Angola,37.418
43594,850440,"USA, Puerto Rico and US Virgin Islands",Angola,92.535
43595,854140,Australia,Bahrain,0.015
43596,841810,Austria,Bahrain,3.3480000000000003
43597,841850,Austria,Bahrain,2.437
43598,850440,Austria,Bahrain,2.735
43599,854140,Austria,Bahrain,0.026
43600,841899,Belgium,Bahrain,3.414
43601,850440,Belgium,Bahrain,3.113
43602,854140,Belgium,Bahrain,0.004
43603,841840,Brazil,Bahrain,35.607
43604,850440,Brazil,Bahrain,0.027
43605,850440,Bulgaria,Bahrain,0.095
43606,850440,Canada,Bahrain,21.055999999999997
43607,283329,China,Bahrain,865.615
43608,840690,China,Bahrain,1.5710000000000002
43609,841810,China,Bahrain,650.3050000000001
43610,841830,China,Bahrain,322.529
43611,841840,China,Bahrain,52.657
43612,841850,China,Bahrain,555.922
43613,841861,China,Bahrain,62.257000000000005
43614,841869,China,Bahrain,542.529
43615,841891,China,Bahrain,20.793
43616,841899,China,Bahrain,1513.5140000000001
43617,842112,China,Bahrain,78.291
43618,850440,China,Bahrain,2291.512
43619,854140,China,Bahrain,399.358
43620,841199,Croatia,Bahrain,25.839
43621,841850,Czechia,Bahrain,17.592
43622,841869,Czechia,Bahrain,16.542
43623,841891,Czechia,Bahrain,1.8760000000000001
43624,841899,Czechia,Bahrain,0.41900000000000004
43625,850440,Czechia,Bahrain,1.314
43626,841850,Denmark,Bahrain,11.056999999999999
43627,841861,Denmark,Bahrain,0.344
43628,841899,Denmark,Bahrain,2.6950000000000003
43629,850440,Denmark,Bahrain,3.1670000000000003
43630,854140,Denmark,Bahrain,0.038
43631,850440,Finland,Bahrain,12.157
43632,840690,"France, Monaco",Bahrain,9.538
43633,841850,"France, Monaco",Bahrain,9.796
43634,841861,"France, Monaco",Bahrain,24.872
43635,841869,"France, Monaco",Bahrain,676.942
43636,841899,"France, Monaco",Bahrain,69.656
43637,850440,"France, Monaco",Bahrain,66.85300000000001
43638,282739,Germany,Bahrain,2.783
43639,283329,Germany,Bahrain,0.692
43640,840682,Germany,Bahrain,15.1
43641,840690,Germany,Bahrain,1.6500000000000001
43642,841199,Germany,Bahrain,18.446
43643,841810,Germany,Bahrain,18.745
43644,841840,Germany,Bahrain,12.578
43645,841850,Germany,Bahrain,70.916
43646,841869,Germany,Bahrain,53.599
43647,841891,Germany,Bahrain,0.449
43648,841899,Germany,Bahrain,10.247
43649,850440,Germany,Bahrain,43.400000000000006
43650,854140,Germany,Bahrain,1.363
43651,841850,Greece,Bahrain,14.267999999999999
43652,850440,Greece,Bahrain,0.661
43653,841199,"China, Hong Kong Special Administrative Region",Bahrain,0.044
43654,850440,"China, Hong Kong Special Administrative Region",Bahrain,34.738
43655,850440,Hungary,Bahrain,1.281
43656,841810,Indonesia,Bahrain,268.369
43657,841850,Indonesia,Bahrain,93.364
43658,841899,Indonesia,Bahrain,6.247
43659,841861,Ireland,Bahrain,36.733999999999995
43660,841899,Ireland,Bahrain,5.203
43661,850440,Ireland,Bahrain,0.302
43662,840690,Italy,Bahrain,0.976
43663,841199,Italy,Bahrain,26.107
43664,841810,Italy,Bahrain,49.666
43665,841830,Italy,Bahrain,90.632
43666,841840,Italy,Bahrain,31.614
43667,841850,Italy,Bahrain,483.091
43668,841861,Italy,Bahrain,20.236
43669,841869,Italy,Bahrain,107.75699999999999
43670,841891,Italy,Bahrain,4.847
43671,841899,Italy,Bahrain,83.306
43672,850440,Italy,Bahrain,108.482
43673,840690,Japan,Bahrain,2.962
43674,841199,Japan,Bahrain,0.395
43675,850440,Japan,Bahrain,80.46
43676,282739,Jordan,Bahrain,2733.0
43677,841850,Jordan,Bahrain,2.753
43678,841869,Jordan,Bahrain,12.461
43679,841899,Jordan,Bahrain,8.062
43680,854140,Jordan,Bahrain,0.16
43681,841810,Republic of Korea,Bahrain,863.1189999999999
43682,841830,Republic of Korea,Bahrain,34.672
43683,841840,Republic of Korea,Bahrain,0.5680000000000001
43684,841869,Republic of Korea,Bahrain,421.52500000000003
43685,841899,Republic of Korea,Bahrain,11.044
43686,850440,Republic of Korea,Bahrain,8.952
43687,841810,Lebanon,Bahrain,8.753
43688,850440,Lebanon,Bahrain,1.422
43689,841810,Luxembourg,Bahrain,5.103
43690,841850,Luxembourg,Bahrain,9.404
43691,841899,Luxembourg,Bahrain,0.533
43692,841810,Mexico,Bahrain,11.186
43693,841869,Mexico,Bahrain,168.23399999999998
43694,841869,Oman,Bahrain,22.416
43695,841899,Oman,Bahrain,0.24
43696,841199,Netherlands,Bahrain,3.0169999999999995
43697,841840,Netherlands,Bahrain,0.931
43698,841850,Netherlands,Bahrain,11.901
43699,841869,Netherlands,Bahrain,6.9990000000000006
43700,841899,Netherlands,Bahrain,52.307
43701,850440,Netherlands,Bahrain,11.27
43702,854140,Netherlands,Bahrain,0.661
43703,850440,New Zealand,Bahrain,0.20500000000000002
43704,841899,"Norway, Svalbard and Jan Mayen",Bahrain,0.272
43705,850440,"Norway, Svalbard and Jan Mayen",Bahrain,0.155
43706,841850,Poland,Bahrain,16.448
43707,850440,Poland,Bahrain,0.295
43708,841850,Portugal,Bahrain,14.039
43709,841861,Portugal,Bahrain,2.076
43710,841899,Portugal,Bahrain,1.073
43711,850440,Portugal,Bahrain,0.172
43712,841199,Romania,Bahrain,23.55
43713,841850,Romania,Bahrain,16.655
43714,282739,Saudi Arabia,Bahrain,1799.763
43715,841830,Saudi Arabia,Bahrain,31.595
43716,841869,Saudi Arabia,Bahrain,134.24099999999999
43717,841899,Saudi Arabia,Bahrain,25.832
43718,840682,Singapore,Bahrain,0.107
43719,841199,Singapore,Bahrain,2.941
43720,841810,Singapore,Bahrain,29.805
43721,841850,Singapore,Bahrain,16.215
43722,841869,Singapore,Bahrain,5.677
43723,841899,Singapore,Bahrain,2.1550000000000002
43724,850440,Singapore,Bahrain,36.459
43725,841861,Slovakia,Bahrain,0.784
43726,850440,Slovakia,Bahrain,10.243
43727,841810,Slovenia,Bahrain,19.095000000000002
43728,841850,South Africa,Bahrain,3.816
43729,841869,South Africa,Bahrain,45.986000000000004
43730,841899,South Africa,Bahrain,0.057
43731,850440,South Africa,Bahrain,5.091999999999999
43732,841850,Spain,Bahrain,15.796
43733,841861,Spain,Bahrain,7.713
43734,841869,Spain,Bahrain,10.725999999999999
43735,841899,Spain,Bahrain,1.573
43736,850440,Spain,Bahrain,0.253
43737,841199,Sweden,Bahrain,0.792
43738,841850,Sweden,Bahrain,1.613
43739,841899,Sweden,Bahrain,0.208
43740,850440,Sweden,Bahrain,6.704
43741,854140,Sweden,Bahrain,0.211
43742,841199,"Switzerland, Liechtenstein",Bahrain,202.49
43743,850440,"Switzerland, Liechtenstein",Bahrain,70.865
43744,854140,"Switzerland, Liechtenstein",Bahrain,6.373
43745,841199,Thailand,Bahrain,16.503999999999998
43746,841810,Thailand,Bahrain,1190.2749999999999
43747,841840,Thailand,Bahrain,9.859
43748,841850,Thailand,Bahrain,178.993
43749,841869,Thailand,Bahrain,6.0569999999999995
43750,841891,Thailand,Bahrain,0.132
43751,841899,Thailand,Bahrain,14.508
43752,840690,United Arab Emirates,Bahrain,0.763
43753,841199,United Arab Emirates,Bahrain,36.734
43754,841810,United Arab Emirates,Bahrain,601.8290000000001
43755,841830,United Arab Emirates,Bahrain,151.518
43756,841840,United Arab Emirates,Bahrain,18.107999999999997
43757,841850,United Arab Emirates,Bahrain,889.191
43758,841861,United Arab Emirates,Bahrain,36.988
43759,841869,United Arab Emirates,Bahrain,332.472
43760,841891,United Arab Emirates,Bahrain,19.74
43761,841899,United Arab Emirates,Bahrain,39.824
43762,842112,United Arab Emirates,Bahrain,7.428
43763,850440,United Arab Emirates,Bahrain,902.975
43764,854140,United Arab Emirates,Bahrain,30.214000000000002
43765,283329,Turkey,Bahrain,0.75
43766,841199,Turkey,Bahrain,0.023
43767,841810,Turkey,Bahrain,150.647
43768,841840,Turkey,Bahrain,207.737
43769,841850,Turkey,Bahrain,148.383
43770,841869,Turkey,Bahrain,25.326
43771,841899,Turkey,Bahrain,1.881
43772,842112,Turkey,Bahrain,54.887
43773,850440,Turkey,Bahrain,12.652999999999999
43774,854140,Turkey,Bahrain,0.011
43775,840690,United Kingdom,Bahrain,32.245999999999995
43776,841199,United Kingdom,Bahrain,9.831
43777,841810,United Kingdom,Bahrain,1.129
43778,841840,United Kingdom,Bahrain,0.622
43779,841850,United Kingdom,Bahrain,20.794
43780,841869,United Kingdom,Bahrain,21.254
43781,841899,United Kingdom,Bahrain,13.316999999999998
43782,850440,United Kingdom,Bahrain,49.181
43783,854140,United Kingdom,Bahrain,2.787
43784,283329,"USA, Puerto Rico and US Virgin Islands",Bahrain,5.015
43785,810520,"USA, Puerto Rico and US Virgin Islands",Bahrain,0.15
43786,841810,"USA, Puerto Rico and US Virgin Islands",Bahrain,22.752000000000002
43787,841830,"USA, Puerto Rico and US Virgin Islands",Bahrain,16.177
43788,841840,"USA, Puerto Rico and US Virgin Islands",Bahrain,164.874
43789,841850,"USA, Puerto Rico and US Virgin Islands",Bahrain,155.281
43790,841861,"USA, Puerto Rico and US Virgin Islands",Bahrain,5.091
43791,841869,"USA, Puerto Rico and US Virgin Islands",Bahrain,134.753
43792,841891,"USA, Puerto Rico and US Virgin Islands",Bahrain,4.921
43793,841899,"USA, Puerto Rico and US Virgin Islands",Bahrain,92.89
43794,842112,"USA, Puerto Rico and US Virgin Islands",Bahrain,16.428
43795,850440,"USA, Puerto Rico and US Virgin Islands",Bahrain,315.735
43796,841899,Austria,Cameroon,18.388
43797,854140,Austria,Cameroon,0.003
43798,283329,Belgium,Cameroon,77.884
43799,840681,Belgium,Cameroon,14.11
43800,840690,Belgium,Cameroon,0.7540000000000001
43801,841199,Belgium,Cameroon,0.751
43802,841810,Belgium,Cameroon,17.73
43803,841830,Belgium,Cameroon,118.848
43804,841840,Belgium,Cameroon,12.512
43805,841850,Belgium,Cameroon,11.758
43806,841861,Belgium,Cameroon,27.553
43807,841869,Belgium,Cameroon,10.148
43808,841891,Belgium,Cameroon,3.975
43809,841899,Belgium,Cameroon,22.044
43810,850440,Belgium,Cameroon,16.313
43811,854140,Belgium,Cameroon,3.306
43812,841869,Canada,Cameroon,7.106
43813,850440,Canada,Cameroon,0.34199999999999997
43814,841810,China,Cameroon,1067.0169999999998
43815,841830,China,Cameroon,2197.869
43816,841840,China,Cameroon,34.85
43817,841850,China,Cameroon,260.412
43818,841861,China,Cameroon,11.867
43819,841869,China,Cameroon,138.941
43820,841899,China,Cameroon,21.761
43821,850440,China,Cameroon,3190.37
43822,854140,China,Cameroon,306.351
43823,841869,Czechia,Cameroon,0.27699999999999997
43824,841899,Czechia,Cameroon,0.127
43825,850440,Czechia,Cameroon,0.10300000000000001
43826,841810,Denmark,Cameroon,2.8259999999999996
43827,841830,Denmark,Cameroon,2.726
43828,841840,Denmark,Cameroon,1.361
43829,841869,Denmark,Cameroon,0.2
43830,841899,Denmark,Cameroon,5.1819999999999995
43831,850440,Denmark,Cameroon,0.16999999999999998
43832,841810,Finland,Cameroon,5.48
43833,841830,Finland,Cameroon,8.739
43834,841840,Finland,Cameroon,10.325
43835,850440,Finland,Cameroon,1.0779999999999998
43836,282200,"France, Monaco",Cameroon,1.175
43837,283329,"France, Monaco",Cameroon,23.212
43838,840690,"France, Monaco",Cameroon,0.888
43839,841199,"France, Monaco",Cameroon,3.091
43840,841810,"France, Monaco",Cameroon,58.730999999999995
43841,841830,"France, Monaco",Cameroon,50.933
43842,841840,"France, Monaco",Cameroon,15.992999999999999
43843,841850,"France, Monaco",Cameroon,118.68100000000001
43844,841861,"France, Monaco",Cameroon,138.65200000000002
43845,841869,"France, Monaco",Cameroon,254.04399999999998
43846,841899,"France, Monaco",Cameroon,684.874
43847,850440,"France, Monaco",Cameroon,413.254
43848,854140,"France, Monaco",Cameroon,72.445
43849,283329,Germany,Cameroon,0.786
43850,841199,Germany,Cameroon,0.776
43851,841810,Germany,Cameroon,101.866
43852,841830,Germany,Cameroon,81.951
43853,841840,Germany,Cameroon,10.059999999999999
43854,841850,Germany,Cameroon,14.944999999999999
43855,841869,Germany,Cameroon,16.3
43856,841891,Germany,Cameroon,2.4499999999999997
43857,841899,Germany,Cameroon,7.602
43858,850440,Germany,Cameroon,9.681000000000001
43859,854140,Germany,Cameroon,28.183999999999997
43860,841850,Greece,Cameroon,8.31
43861,850440,"China, Hong Kong Special Administrative Region",Cameroon,1087.739
43862,850440,Hungary,Cameroon,0.237
43863,841810,Indonesia,Cameroon,91.86699999999999
43864,841850,Indonesia,Cameroon,3.369
43865,841899,Indonesia,Cameroon,0.17400000000000002
43866,850440,Indonesia,Cameroon,2.996
43867,841810,Israel,Cameroon,0.863
43868,841810,Italy,Cameroon,15.04
43869,841830,Italy,Cameroon,20.634999999999998
43870,841840,Italy,Cameroon,7.558
43871,841850,Italy,Cameroon,47.675
43872,841861,Italy,Cameroon,14.213000000000001
43873,841869,Italy,Cameroon,30.531
43874,841899,Italy,Cameroon,21.596
43875,850440,Italy,Cameroon,27.729000000000003
43876,841810,Japan,Cameroon,80.287
43877,850440,Japan,Cameroon,6.843999999999999
43878,840690,Republic of Korea,Cameroon,0.247
43879,841810,Republic of Korea,Cameroon,23.112
43880,850440,Republic of Korea,Cameroon,0.20700000000000002
43881,854140,Republic of Korea,Cameroon,0.093
43882,841810,Lebanon,Cameroon,0.55
43883,841830,Lebanon,Cameroon,3.5
43884,841850,Lebanon,Cameroon,19.624000000000002
43885,841869,Lebanon,Cameroon,13.200000000000001
43886,841891,Lebanon,Cameroon,20.433
43887,841899,Lebanon,Cameroon,22.758000000000003
43888,850440,Lebanon,Cameroon,2.068
43889,841810,Mexico,Cameroon,17.233
43890,841830,Mexico,Cameroon,0.003
43891,850440,Mexico,Cameroon,1.797
43892,841830,Netherlands,Cameroon,10.280000000000001
43893,841850,Netherlands,Cameroon,2.3739999999999997
43894,850440,Netherlands,Cameroon,43.787
43895,854140,Netherlands,Cameroon,2.456
43896,841810,"Norway, Svalbard and Jan Mayen",Cameroon,1.946
43897,841810,Poland,Cameroon,53.629000000000005
43898,850440,Poland,Cameroon,0.117
43899,841810,Portugal,Cameroon,9.168999999999999
43900,841830,Portugal,Cameroon,157.559
43901,841840,Portugal,Cameroon,0.32
43902,850440,Portugal,Cameroon,0.5690000000000001
43903,841830,Singapore,Cameroon,15.315000000000001
43904,841840,Singapore,Cameroon,3.195
43905,841850,Singapore,Cameroon,0.078
43906,841869,Singapore,Cameroon,0.303
43907,841899,Singapore,Cameroon,0.6880000000000001
43908,850440,Singapore,Cameroon,19.279
43909,850440,Slovakia,Cameroon,35.597
43910,282739,South Africa,Cameroon,11.93
43911,841810,South Africa,Cameroon,2.808
43912,841830,South Africa,Cameroon,5.138
43913,841891,South Africa,Cameroon,1.092
43914,841899,South Africa,Cameroon,0.397
43915,850440,South Africa,Cameroon,115.375
43916,854140,South Africa,Cameroon,56.477
43917,282739,Spain,Cameroon,0.007
43918,283329,Spain,Cameroon,11.967
43919,841810,Spain,Cameroon,0.259
43920,841850,Spain,Cameroon,18.96
43921,841869,Spain,Cameroon,1.709
43922,850440,Spain,Cameroon,5.7250000000000005
43923,854140,Spain,Cameroon,8.787
43924,840690,Sweden,Cameroon,1.56
43925,841199,Sweden,Cameroon,1.0799999999999998
43926,850440,Sweden,Cameroon,3.271
43927,854140,Sweden,Cameroon,27.384
43928,841810,"Switzerland, Liechtenstein",Cameroon,16.495
43929,841830,"Switzerland, Liechtenstein",Cameroon,10.714
43930,841840,"Switzerland, Liechtenstein",Cameroon,17.67
43931,841850,"Switzerland, Liechtenstein",Cameroon,0.125
43932,841869,"Switzerland, Liechtenstein",Cameroon,0.001
43933,850440,"Switzerland, Liechtenstein",Cameroon,2.439
43934,854140,"Switzerland, Liechtenstein",Cameroon,0.16000000000000003
43935,841869,Thailand,Cameroon,0.896
43936,850440,Thailand,Cameroon,8.725999999999999
43937,841810,United Arab Emirates,Cameroon,54.611999999999995
43938,841830,United Arab Emirates,Cameroon,107.31700000000001
43939,841840,United Arab Emirates,Cameroon,20.075
43940,841850,United Arab Emirates,Cameroon,85.803
43941,841869,United Arab Emirates,Cameroon,10.385
43942,841899,United Arab Emirates,Cameroon,19.814999999999998
43943,850440,United Arab Emirates,Cameroon,77.44
43944,841850,Tunisia,Cameroon,0.28
43945,841869,Tunisia,Cameroon,0.6779999999999999
43946,850440,Tunisia,Cameroon,0.47000000000000003
43947,841810,Turkey,Cameroon,56.968
43948,841830,Turkey,Cameroon,61.434
43949,841840,Turkey,Cameroon,20.727
43950,841850,Turkey,Cameroon,90.011
43951,841869,Turkey,Cameroon,8.033999999999999
43952,841899,Turkey,Cameroon,2.468
43953,842112,Turkey,Cameroon,0.2
43954,850440,Turkey,Cameroon,11.081
43955,854140,Turkey,Cameroon,2.67
43956,283329,United Kingdom,Cameroon,2.516
43957,840690,United Kingdom,Cameroon,13.544
43958,841199,United Kingdom,Cameroon,0.9550000000000001
43959,841869,United Kingdom,Cameroon,8.270999999999999
43960,850440,United Kingdom,Cameroon,4.901
43961,841840,"USA, Puerto Rico and US Virgin Islands",Cameroon,10.100000000000001
43962,841869,"USA, Puerto Rico and US Virgin Islands",Cameroon,5.6240000000000006
43963,841899,"USA, Puerto Rico and US Virgin Islands",Cameroon,1.8920000000000001
43964,850440,"USA, Puerto Rico and US Virgin Islands",Cameroon,24.302999999999997
43965,841850,Brazil,Cabo Verde,0.07100000000000001
43966,841899,Brazil,Cabo Verde,0.117
43967,841810,China,Cabo Verde,302.204
43968,841830,China,Cabo Verde,185.22299999999998
43969,841850,China,Cabo Verde,54.74
43970,841869,China,Cabo Verde,15.105999999999998
43971,841899,China,Cabo Verde,2.502
43972,850440,China,Cabo Verde,279.473
43973,854140,China,Cabo Verde,81.074
43974,850440,Czechia,Cabo Verde,0.002
