,k,sources,targets,q_total
0,850440,Australia,Albania,0.017
1,840690,Austria,Albania,0.102
2,841810,Austria,Albania,4.109
3,841850,Austria,Albania,2.901
4,841869,Austria,Albania,13.449
5,841899,Austria,Albania,1.214
6,850440,Austria,Albania,7.542
7,854140,Austria,Albania,0.42600000000000005
8,283329,Belgium,Albania,7.65
9,841869,Belgium,Albania,49.069
10,841899,Belgium,Albania,3.5729999999999995
11,850440,Belgium,Albania,0.107
12,841810,Bosnia Herzegovina,Albania,297.329
13,841840,Bosnia Herzegovina,Albania,14.706999999999999
14,841869,Brazil,Albania,0.578
15,841810,Bulgaria,Albania,170.353
16,841830,Bulgaria,Albania,29.238999999999997
17,841840,Bulgaria,Albania,0.274
18,841850,Bulgaria,Albania,44.543000000000006
19,841869,Bulgaria,Albania,0.42200000000000004
20,841899,Bulgaria,Albania,0.096
21,850440,Bulgaria,Albania,1.9740000000000002
22,841869,Canada,Albania,0.529
23,850440,Canada,Albania,0.98
24,283329,China,Albania,795.968
25,841199,China,Albania,0.04
26,841810,China,Albania,1013.5450000000001
27,841830,China,Albania,527.954
28,841840,China,Albania,78.827
29,841850,China,Albania,260.67900000000003
30,841861,China,Albania,28.884999999999998
31,841869,China,Albania,98.91
32,841899,China,Albania,52.941
33,850440,China,Albania,276.498
34,854140,China,Albania,4.228000000000001
35,841810,Croatia,Albania,9.079
36,841830,Croatia,Albania,2.337
37,841869,Croatia,Albania,34.287
38,841899,Croatia,Albania,1.794
39,850440,Croatia,Albania,4.364
40,841810,Czechia,Albania,2.916
41,841850,Czechia,Albania,0.22699999999999998
42,841899,Czechia,Albania,16.805
43,850440,Czechia,Albania,1.4340000000000002
44,841850,Denmark,Albania,23.295
45,850440,Denmark,Albania,0.859
46,850440,Ecuador,Albania,0.006
47,850440,Finland,Albania,3.843
48,841850,"France, Monaco",Albania,0.009000000000000001
49,841861,"France, Monaco",Albania,29.445
50,841869,"France, Monaco",Albania,9.663
51,841899,"France, Monaco",Albania,0.033
52,850440,"France, Monaco",Albania,4.13
53,854140,"France, Monaco",Albania,3.49
54,282739,Germany,Albania,0.082
55,283329,Germany,Albania,1003.56
56,810520,Germany,Albania,0.097
57,841810,Germany,Albania,52.476
58,841840,Germany,Albania,2.536
59,841850,Germany,Albania,31.168000000000003
60,841861,Germany,Albania,2.855
61,841869,Germany,Albania,21.766
62,841899,Germany,Albania,1.86
63,850440,Germany,Albania,10.219000000000001
64,854140,Germany,Albania,19.041
65,283329,Greece,Albania,4.333
66,841810,Greece,Albania,15.719999999999999
67,841830,Greece,Albania,12.024999999999999
68,841840,Greece,Albania,2.234
69,841850,Greece,Albania,181.685
70,841861,Greece,Albania,1.048
71,841869,Greece,Albania,10.665
72,841891,Greece,Albania,8.58
73,841899,Greece,Albania,26.995
74,850440,Greece,Albania,5.443
75,854140,Greece,Albania,15.850999999999999
76,850440,"China, Hong Kong Special Administrative Region",Albania,3.872
77,841810,Hungary,Albania,324.81100000000004
78,841830,Hungary,Albania,40.345
79,841850,Hungary,Albania,5.416
80,841869,Hungary,Albania,88.948
81,841899,Hungary,Albania,2.713
82,850440,Hungary,Albania,20.288
83,854140,Hungary,Albania,0.264
84,841810,Indonesia,Albania,58.297
85,841840,Indonesia,Albania,44.131
86,850440,Indonesia,Albania,0.051000000000000004
87,841899,Ireland,Albania,1.0
88,850440,Ireland,Albania,0.028999999999999998
89,841899,Israel,Albania,0.492
90,850440,Israel,Albania,0.073
91,282739,Italy,Albania,14.788
92,283329,Italy,Albania,262.207
93,840682,Italy,Albania,4.4
94,841199,Italy,Albania,0.008
95,841810,Italy,Albania,203.337
96,841830,Italy,Albania,44.197
97,841840,Italy,Albania,64.38300000000001
98,841850,Italy,Albania,1070.299
99,841861,Italy,Albania,63.43
100,841869,Italy,Albania,142.172
101,841891,Italy,Albania,15.318000000000001
102,841899,Italy,Albania,510.02600000000007
103,842112,Italy,Albania,2.541
104,850440,Italy,Albania,156.278
105,854140,Italy,Albania,28.778000000000002
106,841869,Japan,Albania,0.253
107,841899,Japan,Albania,0.003
108,850440,Japan,Albania,1.9429999999999998
109,841810,Republic of Korea,Albania,20.619
110,841899,Republic of Korea,Albania,19.023000000000003
111,850440,Republic of Korea,Albania,0.438
112,850440,Latvia,Albania,0.013000000000000001
113,841899,Lithuania,Albania,0.01
114,850440,Lithuania,Albania,0.05
115,850440,Luxembourg,Albania,0.44199999999999995
116,841810,Malaysia,Albania,2.409
117,841830,Malaysia,Albania,0.675
118,841850,Malaysia,Albania,0.931
119,841861,Malaysia,Albania,3.36
120,850440,Malaysia,Albania,0.025
121,850440,Mexico,Albania,0.139
122,841830,"Other Asia, not elsewhere specified",Albania,0.28
123,841861,"Other Asia, not elsewhere specified",Albania,0.002
124,850440,"Other Asia, not elsewhere specified",Albania,1.741
125,841830,Montenegro,Albania,11.67
126,841840,Montenegro,Albania,0.5
127,842112,Netherlands,Albania,0.38
128,850440,Netherlands,Albania,34.64
129,854140,Netherlands,Albania,0.384
130,850440,"Norway, Svalbard and Jan Mayen",Albania,36.928
131,850440,Philippines,Albania,9.76
132,841810,Poland,Albania,298.673
133,841850,Poland,Albania,0.382
134,841899,Poland,Albania,0.103
135,850440,Poland,Albania,0.363
136,841850,Portugal,Albania,0.062
137,841810,Romania,Albania,1047.555
138,841830,Romania,Albania,243.63400000000001
139,841850,Romania,Albania,66.379
140,850440,Romania,Albania,1.338
141,841830,Russian Federation,Albania,1.267
142,841840,Russian Federation,Albania,0.058
143,841810,Serbia,Albania,226.029
144,841830,Serbia,Albania,174.387
145,841850,Serbia,Albania,6.973000000000001
146,841861,Serbia,Albania,1.132
147,841899,Serbia,Albania,0.15
148,850440,Serbia,Albania,0.511
149,854140,Serbia,Albania,0.003
150,841810,India,Albania,5.703
151,850440,India,Albania,4.2330000000000005
152,850440,Singapore,Albania,0.039
153,841810,Slovakia,Albania,123.425
154,841899,Slovakia,Albania,0.211
155,850440,Slovakia,Albania,55.099
156,854140,Slovakia,Albania,0.013000000000000001
157,810520,Slovenia,Albania,0.02
158,841810,Slovenia,Albania,98.346
159,841840,Slovenia,Albania,0.948
160,841850,Slovenia,Albania,0.796
161,841861,Slovenia,Albania,1.531
162,841869,Slovenia,Albania,5.056
163,841899,Slovenia,Albania,1.649
164,850440,Slovenia,Albania,0.92
165,854140,Slovenia,Albania,0.003
166,841810,Spain,Albania,6.034
167,841840,Spain,Albania,0.033
168,841850,Spain,Albania,0.669
169,841869,Spain,Albania,2.19
170,841899,Spain,Albania,0.02
171,850440,Spain,Albania,0.187
172,850440,Sweden,Albania,0.901
173,854140,Sweden,Albania,0.057
174,850440,"Switzerland, Liechtenstein",Albania,1.965
175,283329,Syria,Albania,0.05
176,841850,Syria,Albania,0.088
177,841810,Thailand,Albania,108.184
178,841899,Thailand,Albania,0.314
179,850440,Thailand,Albania,0.067
180,841810,United Arab Emirates,Albania,9.594
181,841830,United Arab Emirates,Albania,0.456
182,850440,United Arab Emirates,Albania,7.249
183,282739,Turkey,Albania,0.8260000000000001
184,283329,Turkey,Albania,23.09
185,841810,Turkey,Albania,884.738
186,841830,Turkey,Albania,97.54599999999999
187,841840,Turkey,Albania,71.324
188,841850,Turkey,Albania,1014.858
189,841869,Turkey,Albania,13.786000000000001
190,841891,Turkey,Albania,1.124
191,841899,Turkey,Albania,13.024000000000001
192,842112,Turkey,Albania,3.4750000000000005
193,850440,Turkey,Albania,77.32000000000001
194,854140,Turkey,Albania,3.8970000000000002
195,850440,Ukraine,Albania,0.007
196,840690,The Former Yugoslav Republic of Macedonia,Albania,0.084
197,841830,The Former Yugoslav Republic of Macedonia,Albania,0.279
198,841840,The Former Yugoslav Republic of Macedonia,Albania,2.907
199,841850,The Former Yugoslav Republic of Macedonia,Albania,143.846
200,841869,The Former Yugoslav Republic of Macedonia,Albania,0.255
201,841891,The Former Yugoslav Republic of Macedonia,Albania,0.28
202,850440,The Former Yugoslav Republic of Macedonia,Albania,2.907
203,841199,United Kingdom,Albania,0.001
204,841810,United Kingdom,Albania,4.414
205,841850,United Kingdom,Albania,0.20299999999999999
206,841891,United Kingdom,Albania,1.86
207,850440,United Kingdom,Albania,1.9709999999999999
208,841899,"USA, Puerto Rico and US Virgin Islands",Albania,0.771
209,850440,"USA, Puerto Rico and US Virgin Islands",Albania,3.934
210,841830,Argentina,Algeria,0.868
211,841850,Argentina,Algeria,3.67
212,850440,Argentina,Algeria,0.012
213,841199,Australia,Algeria,0.026
214,850440,Australia,Algeria,0.134
215,854140,Australia,Algeria,0.14
216,840690,Austria,Algeria,0.02
217,841199,Austria,Algeria,2.784
218,841810,Austria,Algeria,6.755
219,841830,Austria,Algeria,7.574
220,841840,Austria,Algeria,11.299
221,841850,Austria,Algeria,2.709
222,841899,Austria,Algeria,0.7040000000000001
223,850440,Austria,Algeria,34.945
224,854140,Austria,Algeria,0.163
225,841899,Bahrain,Algeria,2.13
226,282200,Belgium,Algeria,15.317
227,282739,Belgium,Algeria,7.484
228,283329,Belgium,Algeria,3.1100000000000003
229,841199,Belgium,Algeria,34.81400000000001
230,841830,Belgium,Algeria,0.345
231,841850,Belgium,Algeria,25.655
232,841869,Belgium,Algeria,33.152
233,841891,Belgium,Algeria,31.525
234,841899,Belgium,Algeria,55.015
235,850440,Belgium,Algeria,76.391
236,854140,Belgium,Algeria,0.5970000000000001
237,841199,Brazil,Algeria,0.013
238,850440,Brazil,Algeria,0.7370000000000001
239,854140,Brazil,Algeria,0.006
240,850440,Bulgaria,Algeria,0.552
241,854140,Bulgaria,Algeria,0.203
242,850440,Belarus,Algeria,0.016
243,841199,Canada,Algeria,21.695
244,841899,Canada,Algeria,0.038
245,850440,Canada,Algeria,10.153
246,854140,Canada,Algeria,0.019
247,282739,Central African Republic,Algeria,0.001
248,841199,Sri Lanka,Algeria,0.001
249,282739,China,Algeria,215.609
250,283329,China,Algeria,138.562
251,840690,China,Algeria,7.984
252,841199,China,Algeria,578.439
253,841810,China,Algeria,22102.212999999996
254,841830,China,Algeria,20267.079
255,841840,China,Algeria,1054.382
256,841850,China,Algeria,4192.162
257,841861,China,Algeria,77.94200000000001
258,841869,China,Algeria,1302.575
259,841891,China,Algeria,658.122
260,841899,China,Algeria,16388.87
261,842112,China,Algeria,4.713
262,850440,China,Algeria,5604.539000000001
263,854140,China,Algeria,9608.42
264,841199,Croatia,Algeria,0.39399999999999996
265,850440,Croatia,Algeria,23.483
266,841199,Czechia,Algeria,350.47
267,841810,Czechia,Algeria,6.180000000000001
268,841850,Czechia,Algeria,3.4250000000000003
269,841861,Czechia,Algeria,176.608
270,841869,Czechia,Algeria,6.85
271,841899,Czechia,Algeria,4.805
272,842112,Czechia,Algeria,1.514
273,850440,Czechia,Algeria,12.911999999999999
274,854140,Czechia,Algeria,0.161
275,841199,Denmark,Algeria,1.17
276,841830,Denmark,Algeria,1.532
277,841840,Denmark,Algeria,8.452
278,841850,Denmark,Algeria,12.936
279,841869,Denmark,Algeria,16.826999999999998
280,841899,Denmark,Algeria,17.072
281,850440,Denmark,Algeria,2.685
282,854140,Denmark,Algeria,0.442
283,841199,Dominican Republic,Algeria,0.008
284,854140,Dominican Republic,Algeria,0.033
285,850440,Estonia,Algeria,1.591
286,854140,Estonia,Algeria,0.01
287,840682,Finland,Algeria,0.022
288,841199,Finland,Algeria,1.043
289,841850,Finland,Algeria,0.192
290,841869,Finland,Algeria,4.393
291,841899,Finland,Algeria,21.164
292,850440,Finland,Algeria,22.508000000000003
293,854140,Finland,Algeria,0.151
294,282739,"France, Monaco",Algeria,6.711
295,283329,"France, Monaco",Algeria,179.261
296,711510,"France, Monaco",Algeria,0.39699999999999996
297,840681,"France, Monaco",Algeria,0.504
298,840690,"France, Monaco",Algeria,7.734
299,841199,"France, Monaco",Algeria,304.80899999999997
300,841810,"France, Monaco",Algeria,108.293
301,841830,"France, Monaco",Algeria,45.82899999999999
302,841840,"France, Monaco",Algeria,32.906
303,841850,"France, Monaco",Algeria,433.218
304,841861,"France, Monaco",Algeria,954.907
305,841869,"France, Monaco",Algeria,1285.681
306,841891,"France, Monaco",Algeria,71.931
307,841899,"France, Monaco",Algeria,1557.839
308,842112,"France, Monaco",Algeria,20.647000000000002
309,850440,"France, Monaco",Algeria,1504.783
310,854140,"France, Monaco",Algeria,110.797
311,282739,Germany,Algeria,13.215
312,283329,Germany,Algeria,62.33
313,711510,Germany,Algeria,0.16999999999999998
314,810520,Germany,Algeria,1.872
315,840681,Germany,Algeria,1358.2430000000002
316,840690,Germany,Algeria,11.439
317,841199,Germany,Algeria,178.738
318,841810,Germany,Algeria,37.064
319,841830,Germany,Algeria,27.493999999999996
320,841840,Germany,Algeria,4.628
321,841850,Germany,Algeria,23.410000000000004
322,841861,Germany,Algeria,22.744
323,841869,Germany,Algeria,68.719
324,841891,Germany,Algeria,1.949
325,841899,Germany,Algeria,46.698
326,842112,Germany,Algeria,8.505999999999998
327,850440,Germany,Algeria,262.93
328,854140,Germany,Algeria,62.861000000000004
329,841199,Greece,Algeria,1839.537
330,841850,Greece,Algeria,16.101
331,841869,Greece,Algeria,24.299
332,841899,Greece,Algeria,96.948
333,850440,Greece,Algeria,28.051
334,854140,Greece,Algeria,0.117
335,841869,"China, Hong Kong Special Administrative Region",Algeria,567.968
336,841899,"China, Hong Kong Special Administrative Region",Algeria,0.031
337,850440,"China, Hong Kong Special Administrative Region",Algeria,0.11299999999999999
338,854140,"China, Hong Kong Special Administrative Region",Algeria,0.24
339,841199,Hungary,Algeria,188.834
340,841810,Hungary,Algeria,38.872
341,841830,Hungary,Algeria,77.911
342,841840,Hungary,Algeria,14.035
343,841869,Hungary,Algeria,11.28
344,841899,Hungary,Algeria,64.674
345,850440,Hungary,Algeria,0.594
346,854140,Hungary,Algeria,0.098
347,841810,Indonesia,Algeria,8564.029
348,841840,Indonesia,Algeria,135.352
349,841850,Indonesia,Algeria,296.759
350,841869,Indonesia,Algeria,0.004
351,841899,Indonesia,Algeria,3.35
352,850440,Indonesia,Algeria,27.656
353,854140,Indonesia,Algeria,0.037
354,841861,Iran,Algeria,1.987
355,841861,Ireland,Algeria,27.95
356,841869,Ireland,Algeria,11.728
357,841899,Ireland,Algeria,44.188
358,850440,Ireland,Algeria,1.15
359,282739,Italy,Algeria,636.278
360,283329,Italy,Algeria,1568.438
361,711510,Italy,Algeria,0.031
362,840682,Italy,Algeria,52.024
363,840690,Italy,Algeria,72.251
364,841199,Italy,Algeria,13408.306
365,841810,Italy,Algeria,236.78900000000002
366,841830,Italy,Algeria,2694.446
367,841840,Italy,Algeria,59.016
368,841850,Italy,Algeria,640.611
369,841861,Italy,Algeria,360.94
370,841869,Italy,Algeria,1153.503
371,841891,Italy,Algeria,74.219
372,841899,Italy,Algeria,1671.967
373,842112,Italy,Algeria,1.2469999999999999
374,850440,Italy,Algeria,1343.7530000000002
375,854140,Italy,Algeria,35.616
376,282739,Japan,Algeria,0.41100000000000003
377,283329,Japan,Algeria,0.051000000000000004
378,840682,Japan,Algeria,130.678
379,840690,Japan,Algeria,8.467
380,841199,Japan,Algeria,11.548000000000002
381,841869,Japan,Algeria,1.731
382,841899,Japan,Algeria,0.395
383,850440,Japan,Algeria,3.1870000000000003
384,854140,Japan,Algeria,1.057
385,282739,Jordan,Algeria,1721.321
386,841810,Democratic People's Republic of Korea,Algeria,0.1
387,840681,Republic of Korea,Algeria,0.15
388,841199,Republic of Korea,Algeria,983.395
389,841810,Republic of Korea,Algeria,2652.669
390,841830,Republic of Korea,Algeria,159.406
391,841840,Republic of Korea,Algeria,88.364
392,841850,Republic of Korea,Algeria,19.433
393,841869,Republic of Korea,Algeria,80.277
394,841899,Republic of Korea,Algeria,3767.589
395,842112,Republic of Korea,Algeria,0.625
396,850440,Republic of Korea,Algeria,49.883
397,854140,Republic of Korea,Algeria,10.48
398,841810,Lebanon,Algeria,145.76
399,841830,Lebanon,Algeria,942.893
400,841850,Lebanon,Algeria,667.133
401,841899,Lebanon,Algeria,1306.937
402,850440,Lebanon,Algeria,2.4370000000000003
403,854140,Lebanon,Algeria,0.015
404,850440,Lithuania,Algeria,0.012
405,854140,Lithuania,Algeria,0.031
406,841830,Luxembourg,Algeria,0.059
407,841899,Luxembourg,Algeria,0.024
408,854140,Luxembourg,Algeria,0.046
409,841850,Malaysia,Algeria,27.0
410,850440,Malaysia,Algeria,4.783
411,854140,Malaysia,Algeria,0.798
412,841199,Malta,Algeria,0.271
413,841869,Malta,Algeria,0.083
414,850440,Malta,Algeria,0.139
415,282739,Mauritius,Algeria,0.028
416,840690,Mexico,Algeria,0.007
417,841199,Mexico,Algeria,2.286
418,841810,Mexico,Algeria,282.553
419,841830,Mexico,Algeria,27.082
420,841840,Mexico,Algeria,9.5
421,841869,Mexico,Algeria,80.762
422,841899,Mexico,Algeria,12.745
423,850440,Mexico,Algeria,1.212
424,854140,Mexico,Algeria,0.099
425,841199,"Other Asia, not elsewhere specified",Algeria,0.365
426,841869,"Other Asia, not elsewhere specified",Algeria,5.667
427,841891,"Other Asia, not elsewhere specified",Algeria,2.852
428,841899,"Other Asia, not elsewhere specified",Algeria,1.4729999999999999
429,850440,"Other Asia, not elsewhere specified",Algeria,74.603
430,854140,"Other Asia, not elsewhere specified",Algeria,9.087
431,841891,Morocco,Algeria,202.306
432,850440,Morocco,Algeria,0.029
433,854140,Morocco,Algeria,0.008
434,282739,Netherlands,Algeria,107.2
435,283329,Netherlands,Algeria,0.007
436,840682,Netherlands,Algeria,0.005
437,840690,Netherlands,Algeria,4.53
438,841199,Netherlands,Algeria,136.225
439,841850,Netherlands,Algeria,8.673
440,841891,Netherlands,Algeria,6.598
441,841899,Netherlands,Algeria,18.64
442,850440,Netherlands,Algeria,406.682
443,854140,Netherlands,Algeria,0.122
444,850440,New Zealand,Algeria,0.298
445,841199,"Norway, Svalbard and Jan Mayen",Algeria,1.266
446,850440,"Norway, Svalbard and Jan Mayen",Algeria,0.214
447,841199,Philippines,Algeria,0.02
448,841869,Philippines,Algeria,0.125
449,850440,Philippines,Algeria,1007.075
450,854140,Philippines,Algeria,0.083
451,283329,Poland,Algeria,360.0
452,840690,Poland,Algeria,0.002
453,841199,Poland,Algeria,867.582
454,841810,Poland,Algeria,234.34799999999998
455,841850,Poland,Algeria,30.686999999999998
456,841899,Poland,Algeria,0.059
457,850440,Poland,Algeria,8.628
458,854140,Poland,Algeria,0.41900000000000004
459,841810,Portugal,Algeria,0.778
460,841830,Portugal,Algeria,177.24699999999999
461,841840,Portugal,Algeria,53.509
462,841850,Portugal,Algeria,14.483
463,841899,Portugal,Algeria,1.433
464,850440,Portugal,Algeria,39.831
465,854140,Portugal,Algeria,4.385
466,282739,Romania,Algeria,0.078
467,841199,Romania,Algeria,1939.029
468,841850,Romania,Algeria,148.532
469,841899,Romania,Algeria,137.042
470,850440,Romania,Algeria,1.651
471,841199,Russian Federation,Algeria,1.55
472,850440,Russian Federation,Algeria,4.166
473,841199,Saudi Arabia,Algeria,24.743000000000002
474,841869,Saudi Arabia,Algeria,4.51
475,850440,Saudi Arabia,Algeria,67.0
476,854140,Saudi Arabia,Algeria,0.089
477,282739,India,Algeria,488.266
478,283329,India,Algeria,41.447
479,841199,India,Algeria,23.076
480,841850,India,Algeria,336.358
481,841869,India,Algeria,7.681
482,841899,India,Algeria,2.9
483,850440,India,Algeria,148.918
484,854140,India,Algeria,4.377
485,282739,Singapore,Algeria,0.11
486,841810,Singapore,Algeria,0.435
487,841861,Singapore,Algeria,3.636
488,841869,Singapore,Algeria,4036.238
489,850440,Singapore,Algeria,22.787000000000003
490,854140,Singapore,Algeria,4.7250000000000005
491,850440,Slovakia,Algeria,146.983
492,841810,Viet Nam,Algeria,16.096
493,850440,Viet Nam,Algeria,1.831
494,854140,Viet Nam,Algeria,0.328
495,841810,Slovenia,Algeria,31.815
496,841830,Slovenia,Algeria,0.194
497,841840,Slovenia,Algeria,4.253
498,841869,Slovenia,Algeria,1.002
499,841891,Slovenia,Algeria,0.001
500,841899,Slovenia,Algeria,0.069
501,841861,South Africa,Algeria,0.795
502,841869,South Africa,Algeria,0.247
503,850440,South Africa,Algeria,102.09599999999999
504,854140,South Africa,Algeria,0.6679999999999999
505,282200,Spain,Algeria,0.058
506,282739,Spain,Algeria,3473.324
507,283329,Spain,Algeria,23.8
508,840682,Spain,Algeria,0.133
509,840690,Spain,Algeria,5.75
510,841199,Spain,Algeria,13.98
511,841810,Spain,Algeria,31.21
512,841830,Spain,Algeria,6.394
513,841840,Spain,Algeria,4.7940000000000005
514,841850,Spain,Algeria,150.803
515,841861,Spain,Algeria,126.42200000000001
516,841869,Spain,Algeria,343.593
517,841891,Spain,Algeria,12.877
518,841899,Spain,Algeria,1421.978
519,850440,Spain,Algeria,241.466
520,854140,Spain,Algeria,124.63900000000001
521,850440,Swaziland,Algeria,0.001
522,854140,Swaziland,Algeria,0.01
523,841199,Sweden,Algeria,3.8449999999999998
524,841869,Sweden,Algeria,13.661999999999999
525,841899,Sweden,Algeria,0.41900000000000004
526,850440,Sweden,Algeria,291.007
527,854140,Sweden,Algeria,2.773
528,840690,"Switzerland, Liechtenstein",Algeria,5.52
529,841199,"Switzerland, Liechtenstein",Algeria,250.26999999999998
530,841869,"Switzerland, Liechtenstein",Algeria,1.597
531,841899,"Switzerland, Liechtenstein",Algeria,8.903
532,850440,"Switzerland, Liechtenstein",Algeria,56.831
533,854140,"Switzerland, Liechtenstein",Algeria,0.21100000000000002
534,841840,Syria,Algeria,0.081
535,841850,Syria,Algeria,0.33
536,841869,Syria,Algeria,0.888
537,850440,Tajikistan,Algeria,0.775
538,841810,Thailand,Algeria,4043.3669999999997
539,841861,Thailand,Algeria,14.810999999999998
540,841899,Thailand,Algeria,14530.992999999999
541,850440,Thailand,Algeria,0.828
542,841199,United Arab Emirates,Algeria,487.918
543,841810,United Arab Emirates,Algeria,4.726
544,841830,United Arab Emirates,Algeria,5.24
545,841840,United Arab Emirates,Algeria,15.006
546,841869,United Arab Emirates,Algeria,1155.049
547,841899,United Arab Emirates,Algeria,52.086
548,850440,United Arab Emirates,Algeria,43.962
549,854140,United Arab Emirates,Algeria,0.28300000000000003
550,841850,Tunisia,Algeria,57.168
551,841869,Tunisia,Algeria,141.047
552,841899,Tunisia,Algeria,53.513
553,850440,Tunisia,Algeria,8.086
554,854140,Tunisia,Algeria,13.879
555,283329,Turkey,Algeria,57.175
556,841199,Turkey,Algeria,690.631
557,841810,Turkey,Algeria,13410.715
558,841830,Turkey,Algeria,267.104
559,841840,Turkey,Algeria,239.69799999999998
560,841850,Turkey,Algeria,1442.706
561,841861,Turkey,Algeria,4.114
562,841869,Turkey,Algeria,384.492
563,841891,Turkey,Algeria,1185.482
564,841899,Turkey,Algeria,939.0219999999999
565,842112,Turkey,Algeria,8.858
566,850440,Turkey,Algeria,186.14100000000002
567,854140,Turkey,Algeria,2.903
568,850440,Ukraine,Algeria,0.28400000000000003
569,282739,Egypt,Algeria,201.2
570,841830,Egypt,Algeria,312.21799999999996
571,841850,Egypt,Algeria,430.563
572,841861,Egypt,Algeria,1.976
573,282739,United Kingdom,Algeria,0.35900000000000004
574,283329,United Kingdom,Algeria,27.548
575,711510,United Kingdom,Algeria,0.03
576,840682,United Kingdom,Algeria,0.086
577,840690,United Kingdom,Algeria,0.132
578,841199,United Kingdom,Algeria,43.064
579,841810,United Kingdom,Algeria,6.0760000000000005
580,841850,United Kingdom,Algeria,15.003
581,841861,United Kingdom,Algeria,6.56
582,841869,United Kingdom,Algeria,19.587
583,841899,United Kingdom,Algeria,10.809000000000001
584,842112,United Kingdom,Algeria,0.22
585,850440,United Kingdom,Algeria,30.718999999999998
586,854140,United Kingdom,Algeria,16.604
587,282200,"USA, Puerto Rico and US Virgin Islands",Algeria,0.018
588,282739,"USA, Puerto Rico and US Virgin Islands",Algeria,2.823
589,283329,"USA, Puerto Rico and US Virgin Islands",Algeria,5.760000000000001
590,810520,"USA, Puerto Rico and US Virgin Islands",Algeria,1.8719999999999999
591,840690,"USA, Puerto Rico and US Virgin Islands",Algeria,10.555
592,841199,"USA, Puerto Rico and US Virgin Islands",Algeria,6701.673000000001
593,841810,"USA, Puerto Rico and US Virgin Islands",Algeria,1.9989999999999999
594,841830,"USA, Puerto Rico and US Virgin Islands",Algeria,0.191
595,841850,"USA, Puerto Rico and US Virgin Islands",Algeria,9.345
596,841861,"USA, Puerto Rico and US Virgin Islands",Algeria,5.886
597,841869,"USA, Puerto Rico and US Virgin Islands",Algeria,52.869
598,841899,"USA, Puerto Rico and US Virgin Islands",Algeria,6.9319999999999995
599,850440,"USA, Puerto Rico and US Virgin Islands",Algeria,178.353
600,854140,"USA, Puerto Rico and US Virgin Islands",Algeria,27.744999999999997
601,854140,Afghanistan,Argentina,0.07700000000000001
602,282739,Australia,Argentina,0.01
603,810520,Australia,Argentina,8.75
604,850440,Australia,Argentina,0.106
605,282739,Austria,Argentina,0.001
606,711510,Austria,Argentina,0.001
607,841850,Austria,Argentina,46.524
608,841869,Austria,Argentina,0.801
609,841899,Austria,Argentina,0.346
610,850440,Austria,Argentina,19.238
611,854140,Austria,Argentina,5.978999999999999
612,282200,Belgium,Argentina,50.7
613,282739,Belgium,Argentina,1.064
614,283329,Belgium,Argentina,0.031
615,810520,Belgium,Argentina,36.386
616,841850,Belgium,Argentina,0.119
617,841869,Belgium,Argentina,3.7979999999999996
618,841899,Belgium,Argentina,0.116
619,850440,Belgium,Argentina,10.49
620,854140,Belgium,Argentina,0.14
621,850440,Plurinational State of Bolivia,Argentina,0.29600000000000004
622,282200,Brazil,Argentina,35.572
623,282739,Brazil,Argentina,1.805
624,283329,Brazil,Argentina,783.502
625,810520,Brazil,Argentina,31.327999999999996
626,840682,Brazil,Argentina,269.546
627,840690,Brazil,Argentina,1.075
628,841199,Brazil,Argentina,0.001
629,841810,Brazil,Argentina,12683.898000000001
630,841840,Brazil,Argentina,1800.688
631,841850,Brazil,Argentina,51.939
632,841869,Brazil,Argentina,2013.217
633,841891,Brazil,Argentina,2.409
634,841899,Brazil,Argentina,4027.05
635,850440,Brazil,Argentina,1255.2
636,854140,Brazil,Argentina,7.711
637,850440,Belarus,Argentina,0.012
638,841199,Canada,Argentina,1.085
639,841869,Canada,Argentina,67.69
640,841899,Canada,Argentina,0.079
641,850440,Canada,Argentina,56.58200000000001
642,854140,Canada,Argentina,0.022000000000000002
643,283329,Chile,Argentina,216.0
644,841199,Chile,Argentina,0.11
645,841810,Chile,Argentina,0.959
646,841869,Chile,Argentina,295.886
647,841891,Chile,Argentina,2.6340000000000003
648,841899,Chile,Argentina,2341.986
649,850440,Chile,Argentina,19.125
650,282200,China,Argentina,108.672
651,282739,China,Argentina,1452.863
652,283329,China,Argentina,13271.168
653,810520,China,Argentina,0.514
654,840690,China,Argentina,488.546
655,841199,China,Argentina,236.40699999999998
656,841810,China,Argentina,312.285
657,841830,China,Argentina,35.007
658,841840,China,Argentina,1469.217
659,841850,China,Argentina,131.168
660,841861,China,Argentina,60.364
661,841869,China,Argentina,2696.578
662,841891,China,Argentina,39.428000000000004
663,841899,China,Argentina,2595.781
664,842112,China,Argentina,8.963000000000001
665,850440,China,Argentina,13850.43
666,854140,China,Argentina,629.6
667,841899,Colombia,Argentina,116.566
668,850440,Colombia,Argentina,3.9029999999999996
669,842112,Costa Rica,Argentina,0.112
670,850440,Costa Rica,Argentina,0.012
671,850440,Croatia,Argentina,2.3129999999999997
672,283329,Czechia,Argentina,1.875
673,840690,Czechia,Argentina,0.868
674,841861,Czechia,Argentina,0.665
675,841869,Czechia,Argentina,6.253
676,841899,Czechia,Argentina,176.541
677,850440,Czechia,Argentina,12.761000000000001
678,854140,Czechia,Argentina,0.017
679,841199,Denmark,Argentina,0.001
